Index,Customer Id,First Name,Last Name,Company,City,Country,Phone 1,Phone 2,Email,Subscription Date,Website
0.0,0.6262626262626263,0.9021739130434783,0.03125,0.7755102040816326,0.19191919191919193,0.17857142857142855,0.6262626262626263,0.7373737373737375,0.98989898989899,0.24210526315789474,0.5454545454545455
0.010101010101010102,0.07070707070707072,0.7717391304347826,0.6041666666666666,0.9387755102040816,0.18181818181818182,0.21428571428571427,0.7575757575757577,0.8989898989898991,0.888888888888889,0.5789473684210527,0.43434343434343436
0.0202020202020202,0.27272727272727276,0.8478260869565217,0.07291666666666666,0.6326530612244897,0.3434343434343435,0.03571428571428571,0.29292929292929293,0.12121212121212122,0.10101010101010102,0.08421052631578947,0.4747474747474748
0.030303030303030304,0.22222222222222224,0.6195652173913043,0.7708333333333333,0.24489795918367346,0.010101010101010102,0.23809523809523808,0.494949494949495,0.36363636363636365,0.7474747474747475,0.1368421052631579,0.393939393939394
0.04040404040404041,0.020202020202020204,0.46739130434782605,0.05208333333333333,0.520408163265306,0.9696969696969697,0.7976190476190476,0.4040404040404041,0.4040404040404041,0.19191919191919193,0.5684210526315789,0.6363636363636365
0.050505050505050504,0.14141414141414144,0.0,0.20833333333333331,0.8877551020408162,0.06060606060606061,0.13095238095238093,0.05050505050505051,1.0,0.5555555555555556,0.06315789473684211,0.2828282828282829
0.060606060606060615,0.6666666666666667,0.2608695652173913,0.7916666666666666,0.49999999999999994,0.4040404040404041,0.7023809523809523,0.09090909090909091,0.22222222222222224,0.797979797979798,0.6631578947368421,0.9090909090909092
0.07070707070707072,0.05050505050505051,0.06521739130434782,0.7604166666666666,0.8061224489795917,0.393939393939394,0.14285714285714285,0.4646464646464647,0.4444444444444445,0.06060606060606061,0.5473684210526316,0.6565656565656566
0.08080808080808081,0.5050505050505051,0.9021739130434783,0.7083333333333333,0.07142857142857142,0.7272727272727273,0.19047619047619047,0.9494949494949496,0.29292929292929293,0.5757575757575758,0.0,0.8383838383838385
0.09090909090909093,0.36363636363636365,0.6956521739130435,0.3125,0.030612244897959183,0.25252525252525254,0.8809523809523809,0.8787878787878789,0.38383838383838387,0.6363636363636365,0.7789473684210526,0.5757575757575758
